index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
ROD W. BOSWELL,0.1362308,0.08372075,0.074471064,-0.6512368,0.6539365,0.52021605,-0.29262593,-0.30596295,0.37782183,-0.61478007,-0.35448208,0.27438104,-0.20789568,-0.21958269,-0.29129207,0.62225515,-0.54644406,-0.013006642,-0.70924294,0.29054242,0.9189592,0.5564849,-0.15732424,-0.92467386,-0.58853936,0.3241143,-0.44306937,0.4120077,0.278816,0.30246088,-0.3017806,-0.15515812,0.3178907,-0.16242713,0.32742754,-0.3419557,-0.2527019,-0.5163954,-0.7462748,0.3494863,-0.43479964,0.1751403,0.3427877,-0.23639436,0.50016516,0.16578253,-0.19144955,-0.043426424,0.018052716,0.21697246,-0.78273517,-0.67987823,0.09670418,0.69503325,-0.25570002,-0.43505475,0.025416918,-0.25104693,-0.48875287,0.6317241,0.34747946,0.48000488,0.28293943,0.11353603,0.44946486,-0.19722895,0.035438206,0.05379172,-0.46819603,0.06517217,-0.25261492,-0.00043898835,0.15516114,-0.60495645,0.6202706,0.342146,-0.26684096,-0.5019522,0.28742155,-0.21437962,0.41903102,0.3034306,0.14850475,1.1585665,-0.01107772,0.40155756,0.52345055,-0.34827924,0.2587147,0.12369958,-0.06541596,0.48092008,0.367335,-0.5937438,-0.69104564,-0.17734544,-0.24390174,-0.58907235,-0.49180654,-0.12252038,-0.6016403,0.6157572,0.21622536,-0.03219227,-0.019983185,0.26627997,-0.28310075,-0.0069472017,-0.28407902,-0.46813115,-0.094975725,-0.70911175,0.25191548,-0.40538216,0.08405147,0.05247024,-0.22700103,-0.15956406,0.04322084,-0.102026634,-0.04381717,-0.7203164,-0.12153613,-0.068362996,-0.41706133,0.44111356,-0.20210698,-0.017067704
ROLAND B. ILYES,0.28160876,-0.023605961,0.17068166,-0.21602795,0.3741824,-0.27010468,0.7028588,-0.2451918,-0.021634864,0.13072588,-0.13798393,-0.08820921,-0.4487316,-0.12221919,0.4087064,0.5801758,-0.8517796,-0.032213774,-0.7376673,-0.124225765,0.6863729,0.8995006,-0.11604055,-0.5573156,-0.68697166,0.33357045,-0.63051146,0.2885221,0.06614127,0.052128103,-0.39913973,0.32537833,-0.5384639,-0.35423303,0.8688556,0.29235792,-0.6323649,-0.8039679,0.18378927,0.5476871,0.1093412,0.8884705,0.8558507,0.47922483,0.9770663,-0.080034,-0.05119701,0.1402175,0.03730872,-0.17359191,-0.4924471,-1.0304545,-0.6820935,-0.0011239572,0.4672197,-0.56730765,0.44497666,0.024042908,-0.62904936,0.6423546,0.13549234,0.041418996,-0.24197043,-0.10712288,0.6405629,-0.15287839,0.8838028,-0.34212583,-0.2179994,0.3545024,-0.34977564,0.63327587,-0.20125921,-0.38710454,-0.25539735,-0.26639086,0.14254972,0.24815756,0.6204126,0.08315206,-0.5600093,0.39122555,-0.18262309,0.15438904,-0.31822914,0.8823697,0.03894372,0.0004380061,-0.21102308,-0.00224788,-0.24750854,0.16455787,-0.5354418,-0.23225932,0.5210338,0.046936624,-0.35891113,-0.2152011,-0.06854467,-0.03449616,0.11999203,-0.08840329,-0.28808764,0.6361228,-0.05286146,-0.26358297,0.059080884,-0.12457067,-0.25097516,-0.2712037,0.15533368,0.14780656,0.056509282,0.2751765,0.20930819,-0.62512535,0.7163888,-0.28081006,-0.15765914,0.4077767,-0.10856265,-0.18195094,-0.3957268,-0.17731754,0.014017998,-0.13189147,0.7862018,-0.61325693
ROMAIN GAUTRON,0.43825674,0.7076423,0.3054823,-0.38612348,-0.074979246,-0.40413967,-0.04502665,-0.7841974,0.05327657,-0.45891657,0.088284776,-0.036929794,-0.8973827,-0.28866577,-0.027337389,0.69266945,-0.7007764,-0.2583387,-0.30060393,0.3160086,0.42102996,0.7061073,-0.12773153,-0.28453913,-0.36079335,0.06817817,-0.78308046,0.8163338,-0.092730656,0.02102323,0.2564688,-0.293931,-0.33038947,0.024052044,0.17902257,-0.29608765,-0.66565466,-0.12696065,0.02554227,-0.26505917,-0.11335319,0.07009865,0.22400099,-0.37950853,0.73321587,0.12817174,0.23072076,-0.09158874,0.3412757,0.30327958,-0.08745438,-0.22248155,0.49692106,-0.061144523,-0.3472514,-0.37936032,0.25390592,-0.23389474,-0.19426136,0.4167272,-0.6448651,0.28567934,0.4925295,0.107570134,1.265783,0.0032962319,-0.121192254,-0.48267457,-0.10462564,-0.04807285,-0.30728507,0.3647008,-0.3565058,-0.34613943,-0.11538782,-0.30006927,-0.51930857,0.6597668,-0.20384915,0.5937255,-0.504417,0.14065012,0.39769173,0.4645766,0.036851943,0.64546347,-0.037490048,-0.18192331,-0.40112752,0.70364463,-0.14956446,-0.34810105,0.22960752,-0.19235098,0.9397074,-0.014232575,-0.14747885,0.34330165,0.1737653,0.21567358,-0.1286347,0.05268583,-0.079981126,-0.027038634,0.06867875,-0.07789728,-0.16684888,0.16889429,0.13313313,0.12328252,-0.5154558,-0.46984407,0.19556864,-0.15330307,0.22069727,0.40344784,-0.34522954,0.06353758,0.12684739,-0.17707343,-0.07843755,-0.1439168,-0.18510047,0.82534647,0.14472583,0.816265,-0.10067334,0.44957465
RONAN MCDERMOTT,0.6427499,0.33025825,-0.0136506,0.1305383,0.4178442,0.5944932,0.3061298,-0.5803003,0.47191656,-0.049839817,-0.60496867,-0.6887736,-0.603999,0.06259519,0.38133296,0.9651667,-0.44080794,-0.039889675,-0.8118626,0.19842835,0.48050573,0.784568,-0.41088253,0.108820364,-0.124350764,-0.23530601,-1.2577351,0.3250679,0.6211851,-0.23638915,-0.24381578,-0.24387397,0.023901794,-0.43912092,0.3143448,0.20725249,-0.5937519,-0.5825555,0.2961602,-0.010425724,-0.6612891,-0.065644115,0.01747884,-0.14373216,0.15611917,-0.6191533,0.21890208,-0.2691621,0.6898642,-0.12764613,0.1995821,-0.34162223,-0.029871723,0.5548089,-0.17047909,-0.92708635,-0.23354743,-0.7158708,-0.53530186,0.9085592,-0.720273,-0.44090363,-0.27905956,-0.11849921,0.8897309,-0.45468503,0.68434465,-0.786913,-0.3809349,0.14685522,-0.5834638,-0.08663409,0.5355468,-0.0024136237,0.05811453,0.5999906,0.2660545,-0.03462444,0.15919486,-0.2313859,0.14547376,0.15469421,-0.046728034,0.405089,-0.34352875,0.24071291,-0.40486833,-0.54617214,0.26597193,-0.23542923,-0.40127218,0.45287248,-0.114251435,-0.02057347,0.18141031,0.08349444,0.16429313,0.05063427,-0.67355204,0.29419506,-0.059259847,0.44248852,0.44990164,-0.3438098,0.038210854,-0.08752839,-0.6038117,0.28586417,0.66979957,-0.22423832,-0.206343,-0.16436146,0.04399875,0.36492366,-0.0120328255,0.0965417,0.50489163,-0.5917491,-0.20974562,0.355071,-0.28975478,0.029375209,-0.32118747,0.6983148,0.0021700345,0.013505541,0.40195552,-0.14071636
RUBEN TAELMAN,0.5952272,0.10132884,-0.38472292,-0.21770662,0.51801896,0.039058656,0.12916031,-0.75217384,-0.2596116,0.51612663,0.4262163,-0.5276048,-0.6504386,-0.14787604,-0.0024363112,1.3444555,-1.2673703,0.045880258,-0.12363864,0.41427124,0.87226206,0.39314017,-0.7468321,-0.109907925,-0.69684666,-0.12041947,-0.17534015,0.19278915,-0.07382217,0.4639069,0.13531484,0.2918692,-0.33429083,-0.32419184,0.36270773,0.0286885,0.26393586,-0.6364458,-0.5945613,-0.40927902,-0.07536099,0.15479857,0.5643782,-0.22925162,-0.04038669,-0.020754034,-0.30255198,-0.077398956,0.1014123,-0.61280215,-0.21124293,-0.10611728,0.41834763,0.12947194,-0.8648796,-0.44051212,-0.061981168,-0.7115928,-0.45267013,0.22944586,0.24907047,-0.54553545,-0.061739907,0.02454888,0.3843939,0.436057,0.50865996,-0.5430123,-0.1689463,-0.5577583,0.110184684,0.32524037,-0.4624868,-0.5878012,-0.072808556,0.115983814,0.26095858,-0.3103255,0.45822862,0.34518817,0.10925956,0.025110172,0.6803227,0.3914479,-0.011697005,0.64161366,0.11289675,-0.6171847,0.04718222,0.3373355,-0.23724626,0.34426206,-0.3540104,0.45812738,0.77310956,0.02794152,-0.72799,-0.056037687,0.3890926,0.71472305,-0.00020101864,0.22084147,0.24217483,0.41503516,0.24157791,-0.14811835,0.2514718,0.59845066,0.1705541,-0.48208925,0.578448,-0.59922403,0.26101393,-0.4704189,-0.05052012,0.5189038,0.35674036,0.0847916,-0.03561809,0.2466959,-0.092989884,-0.084560744,-0.5201273,0.49836838,0.19530457,-0.43824178,0.23837687,-0.31754333
RUBEN VERBORGH,0.23286037,0.7063742,-0.35422364,-0.21790008,0.014348338,0.55504245,0.5388826,-0.6237653,-0.21805571,0.24624382,-0.40805736,0.0001483611,-0.34801468,-0.43614396,0.14665568,0.4985081,-0.5422987,0.44115323,-0.13305534,-0.16034044,0.9849917,0.5558981,-1.0160667,-0.6110625,-0.18288071,-0.18667656,-0.53309685,0.46165887,0.40552875,0.27345163,-0.2204602,0.3737716,-0.41172358,0.4156988,0.05567316,-0.64725685,-0.22661771,-0.43115917,0.16913745,-0.11041382,-0.26218,-0.1271946,0.16896908,0.009073935,-0.21135008,-0.49896353,0.7025348,0.110582516,0.22867295,0.2450889,-0.67767555,-0.38082802,0.33891082,0.81458205,-0.81840736,-0.41234434,-0.22717011,0.19438843,0.38126814,0.8374552,-0.2453123,0.57059383,-0.034848474,0.6696668,0.7372273,-0.47473183,0.22872183,0.012643777,0.1825343,0.35793844,-0.25852937,-0.018718986,-0.13005927,-0.352792,0.35559618,-0.4913206,0.3515634,0.062408898,-0.015712095,0.22809747,-0.6451059,0.18573071,0.35419008,0.1317872,-0.02554371,0.25758934,-0.17507605,-0.61379975,-0.01394835,-0.064478,-0.26481023,-0.27903235,-0.65810186,-0.47236288,-0.09590023,0.21095826,-0.7723465,-0.2187997,-0.2793126,0.22602452,-0.18131076,0.702808,-0.28206915,0.13259302,0.71384287,0.25189993,-0.36838913,0.6311269,-0.75391066,-0.66709757,-0.12020013,-0.6125276,0.7111318,-0.029243799,0.57221186,0.6361867,-0.44447154,-0.0011072677,-0.16017777,0.3283493,0.4428158,-0.40592393,-0.02479741,-0.3280268,0.2871285,-0.38601857,-0.4135563,-0.5868604
RUI GAO,0.5195065,0.3377213,0.11694558,-0.240878,0.57966,0.025785249,0.1326726,-0.3648214,0.14900741,-0.07271355,-0.20770088,-0.027987523,-0.3451752,-0.09278414,-0.023675093,0.7371642,-0.5854776,-0.05559157,-0.44610155,0.22924337,0.8325191,0.4468713,-0.43261608,-0.37817445,-0.3614236,0.035928085,-0.4039351,0.39523306,0.29699546,0.15922886,-0.078563705,-0.030038362,0.15248287,0.15977086,0.37779227,-0.07078174,-0.14326051,-0.37271747,-0.066580646,0.118446656,-0.04722425,0.19378927,0.26507503,0.29785186,0.45659414,-0.10145899,0.11433214,-0.04788866,0.1923885,-0.17680056,0.045482125,-0.26845938,-0.08031387,0.31378862,-0.16829142,-0.35749534,0.37701613,-0.25604162,-0.20942998,0.43047336,-0.16173463,-0.049622957,-0.032956712,0.07615011,0.5910644,0.038868744,0.36713052,-0.40141752,-0.29242188,-0.17547926,-0.30334827,0.23705505,-0.08501144,-0.2834346,0.27068365,0.06297026,-0.057202622,0.034427438,0.038671393,-0.14290217,-0.40787676,0.39168093,0.15241098,0.3291982,-0.09089637,0.6423809,0.23383501,-0.44284984,0.014635406,0.22258532,-0.20796888,-0.060690675,-0.2695759,0.023508593,0.24487104,-0.10838164,-0.13864565,0.027885934,-0.34519655,0.1280209,-0.15582488,0.36216035,0.14779596,0.21170823,0.12154773,0.10881418,-0.34546167,0.31916404,-0.2129293,-0.17966695,0.032049417,-0.4544891,0.20794849,0.088324286,0.35595706,0.14008255,-0.039957527,-0.11995909,0.31385282,0.09957615,0.21439299,-0.28744033,-0.19078028,0.2835145,-0.043411806,0.08411325,-0.12616028,-0.064390495
RUILIN JING,0.5915272,0.31025648,0.65705353,-0.09545835,0.75790983,0.16528705,0.6463057,-0.87115294,0.15706538,0.61016005,0.0024038674,0.11545198,-0.77151436,-0.474002,-0.28983957,0.5663938,-0.25346366,0.3605957,-0.15580225,0.18864714,0.14272174,-0.015581451,-0.5344827,-0.5846917,-0.3124196,0.03267558,-0.18688689,0.6589481,-0.12678404,-0.087644115,-0.1272842,-0.45511165,0.0030077042,0.2763798,0.63065934,0.00852664,-0.4536676,-0.37847105,0.13216123,0.2556513,-0.2926107,0.30527514,0.36232743,0.14155023,0.22013465,-0.31884038,-0.20877893,-0.23804447,0.7317433,0.0027369906,0.10267422,-0.13128981,-0.2921065,0.25089622,-0.08116658,-0.009414388,0.10208879,0.029098647,-0.45276296,0.18166539,-0.37545767,0.4626867,-0.5653163,-0.4696667,0.3053491,0.17427936,0.5282191,-0.41295624,-0.48391253,0.43961057,-0.56256473,0.14135489,-0.3832866,0.29611835,-0.00013883498,-0.61919296,0.14786322,-0.15410556,0.04580391,0.19918084,-0.089269884,0.32738122,-0.04465996,0.30261317,-0.6713878,0.7558821,0.5444468,-0.73465455,0.32496715,-0.040280014,0.00038633007,-0.5687413,-0.42334944,-0.03748273,0.22839318,0.5171457,-0.4576591,0.20563821,-0.71730286,-0.0371478,0.38961953,0.067714065,-0.026503492,0.38227016,0.7533672,0.42889652,-0.5464008,0.2739692,-0.6409181,-0.48701072,0.00768908,-0.12206692,0.31619936,-0.2373554,0.9445003,0.24245398,-0.20966275,-0.48095843,-0.040326823,-0.11012703,0.23543267,0.3767088,-0.17093247,0.3227294,-0.18893644,0.28887948,0.22108997,0.49231544
RUIXUAN LI,0.37090486,0.3195774,0.3056064,-0.24461982,0.6757038,0.13046373,-0.22548153,-0.5917684,0.16728939,0.491768,-0.18873797,-0.36190876,-0.09563045,0.29465413,0.28172174,1.2236478,-0.63251346,0.12980452,-0.5226982,0.051279932,0.920644,0.77662176,-0.15569592,-0.3470163,-0.5730283,0.22573602,-0.09407782,0.61914074,0.32681817,-0.30065584,-0.0006080954,-0.31556737,-0.22898136,0.6089639,0.5460088,-0.45266396,-0.41327175,-0.5183743,-0.6870995,0.17448954,-0.34554687,0.12670198,0.12205072,-0.4066806,-0.12503533,-0.8306346,-0.20808966,-0.4735412,0.5745883,-0.10291966,0.07522456,-0.30033424,-0.46830258,0.6791066,-0.15304427,-0.41225561,-0.1538595,-0.51435727,-0.32835647,0.42106628,-0.6827189,-0.16520259,0.4113991,0.1515402,0.49161178,-0.012434168,0.3797502,-0.2135049,0.028227963,0.24757525,-0.41964674,0.12871781,-0.15405509,-0.3231103,-0.1632446,0.016045447,-0.408844,0.58535635,-0.2610527,0.41853532,-0.1334789,0.6914553,0.08519905,0.60032964,0.037573893,-0.00853881,-0.21049367,-0.4304241,-0.33517635,0.48363408,-0.12428511,-0.20219335,0.0621655,0.4610076,0.4597034,0.07843264,0.22112925,0.433347,-0.15719274,0.7203958,-0.07888083,0.7356718,0.42380837,0.20508476,-0.671147,0.23350345,-0.77309877,0.37868837,-0.8399783,-0.4277668,0.039716244,0.033227246,0.07625107,0.109823465,-0.17875814,0.04660755,0.11893169,-0.66281706,0.44496801,-0.14619295,-0.13571689,-0.52835834,0.0013432279,-0.31964618,0.518172,-0.09543656,0.111135304,0.19905238
RUMEN DANGOVSKI,0.98767847,0.077668175,-0.5058037,-0.17836688,-0.22823969,-0.039143685,0.10676254,-0.13623567,0.17270304,0.13636956,0.19178028,-0.02753741,-0.82634556,-0.3638554,0.31275862,0.5634731,-0.7535266,-0.15578696,-0.13584366,-0.17354703,0.9304228,0.6915241,-0.065816514,-0.30913326,-0.39192408,0.65969425,-0.61736304,0.02849587,-0.06813527,0.40747648,-0.017342389,0.06755411,-0.3277169,0.022561897,0.31033662,-0.12371779,-0.11889458,-0.747125,0.07669033,0.18355884,-0.5409844,-0.030188823,0.73723453,0.32729524,0.5087858,-0.06392822,0.05145794,-0.4417577,0.5179861,-0.47141334,-0.15816523,-0.28556538,-0.34999308,0.0743998,-0.16605201,-0.53109485,-0.21407704,0.201934,-0.0071575586,0.18775058,-0.4437627,-0.45561108,0.061236262,-0.41353843,0.3877089,0.28091684,-0.1263693,-0.42531902,-0.14013673,-0.29920754,-0.48876408,0.14587212,0.2591263,-0.4287195,0.27946228,0.31473896,-0.2890297,-0.16822049,-0.03391613,-0.13502322,-0.19731888,0.19089678,0.11884018,-0.17658971,-0.5344809,1.0878104,0.113693565,-0.42048424,-0.48335662,0.20973618,-0.30673337,0.17350557,0.060460947,-0.3409667,0.2308108,-0.40977216,-0.07287316,0.015717361,-0.03545802,0.26073372,-0.57065314,0.38845247,-0.052079286,0.17415808,0.3380991,0.32877484,-0.26456195,0.21447386,-0.68438953,0.62137294,0.08448823,-0.46835113,0.28406292,0.4385885,0.1305885,0.3209824,0.0023264163,-0.98795515,0.45677143,0.23815238,-0.09034946,-0.56660086,-0.06643945,-0.35941255,-0.16035992,0.37083834,-0.093569666,-0.12588513
RUN XIAO,0.39436075,0.26554233,-0.29204962,-0.77818847,0.9391381,-0.1439345,-0.10745795,-0.068245746,0.32317534,-0.18379094,-0.15287025,-0.028233077,-0.4107891,-0.07360149,-0.34930366,0.37626752,-0.530577,-0.23384953,0.12521712,-0.18140528,0.7838907,0.055471692,-0.4797171,-0.78179926,-0.59366685,-0.03416252,-0.8749615,0.14965875,-0.0037769917,-0.07405744,0.4720984,-0.5501686,0.12881646,0.30118376,0.47057268,0.071915016,0.10986227,0.021809125,0.17271934,0.5214415,0.042926967,-0.078400336,0.37545797,0.84503084,0.8837356,-0.16058089,0.29363823,0.28002667,0.24638481,0.2608758,-0.13882466,0.15997513,0.53807485,0.5356379,-0.09531911,-0.27243114,0.48202264,-0.4268294,-0.26478565,-0.09733872,-0.22657835,-0.0976233,-0.15850905,0.63096863,0.77816725,0.027347542,0.5035905,-0.42263633,-0.47232738,0.1363727,-0.45607537,0.18166697,0.110247605,-0.29670683,0.6585539,0.1993776,0.12075427,0.14374252,0.07764503,-0.15956639,-0.13281144,0.06467534,0.25782174,0.3752205,-0.4699813,0.6455989,-0.009627233,-0.43494403,0.38207623,0.24022101,-0.45690507,0.003685068,-0.16105479,0.21205267,0.29025134,-0.1659355,-0.40909022,-0.27925175,0.04947323,0.06689302,-0.24080664,0.26292157,0.12568693,0.62829036,-0.41783026,-0.2614665,-0.10454144,0.108933836,-0.27880085,-0.26636046,0.18335497,-0.7654329,0.9671284,-0.14104605,0.046781927,-0.39521107,0.19102643,0.19281492,-0.2966559,-0.1378984,-0.04440764,0.69343495,0.2144712,0.16311355,0.2658977,0.29183683,-0.5443019,0.13208029
RUNA BRIGUGLIO,0.7272318,0.48357865,-0.9795852,-0.31839123,0.54018414,-0.3364787,0.32703218,0.07427296,0.61037594,-0.06604253,-0.17776486,-0.112876356,0.011119838,0.04306443,0.22542322,0.879264,-0.82427293,-0.12172372,-0.9967362,0.4702372,0.756365,0.16380318,-0.5889443,-0.3560553,-0.15852799,0.31857982,-0.6072842,0.86594266,0.28920624,0.51766837,-0.353577,-0.5297377,0.43860018,0.787035,0.18472089,0.2079941,-0.5369897,0.3853339,-0.48575482,0.7194378,-0.21725586,0.6120514,0.43045038,0.6391352,0.33017933,-1.0122678,0.5522505,-0.06268085,-0.41291574,-0.12669937,0.1163135,-0.62514406,0.17069712,0.21355368,-0.20447029,-0.7304539,-0.3703429,0.15774456,-0.582252,0.2822612,0.0043620095,0.5303488,0.09705826,0.17595296,-0.029971343,-0.31990376,0.3999722,-0.56449866,-0.24208842,-0.24191913,0.15599841,0.15125927,-0.49290583,-0.5750321,0.34547782,0.19372791,-0.031458296,-0.2782584,-0.3464448,0.210246,-0.31124353,-0.2915411,0.6251771,0.48325688,-0.4485686,0.6378122,0.0963873,-0.103585035,-0.085775845,0.5804789,0.6851983,-0.6019471,-0.07316527,0.08511868,-0.15072156,-0.071501106,-0.35710818,0.28384626,-0.7754785,-0.27229244,-0.3486441,0.538963,-0.29389444,0.38076603,-0.28505784,-0.035009384,-0.19352797,-0.068090476,0.46544072,-0.6951738,-0.512256,-0.40389892,0.68423176,-0.17163518,0.39730665,0.48618597,0.14331324,-0.0076417504,-0.005543687,0.32331353,0.93651414,-0.1370667,0.88823605,-0.3031304,-0.055810127,0.6060952,0.1305452,0.22982565
RUNMIN CONG,0.8891456,0.21700013,-0.35016623,-0.041824806,0.43530047,-0.061795715,0.037323985,0.12051935,0.15315992,-0.32012275,0.05872414,-0.19462655,-0.41215146,-0.37306184,-0.17527759,0.28175774,-0.7305189,0.5904149,-0.8398736,0.5929658,0.6517051,0.13799918,-0.33308008,-0.49860778,-0.22066596,-0.049139135,-0.299844,0.59519786,0.27599895,-0.6169454,-0.20305033,0.0065555535,0.17094997,0.47022378,0.68527794,-0.18260646,-0.18601738,-0.089196146,-0.17043844,0.14754876,0.22910663,0.46511468,-0.18814173,0.18224017,-0.19226703,-0.49730596,0.69653285,0.1611161,-0.12213512,-0.24276017,-0.6386158,-0.53679127,-0.24226978,0.53167367,-0.31084642,0.2653936,0.2725573,-0.31404766,-0.44938207,0.6338888,0.33600944,-0.109294154,0.089099936,-0.29499686,0.8744493,-0.06302639,0.48117277,-0.04360237,-0.06518506,-0.66563255,-0.09852712,0.21197638,-0.070029855,-0.27067602,0.7257325,0.18485966,0.16673858,0.27300683,-0.23125973,0.1770413,0.1722517,0.8721291,0.1926988,-0.25942925,-0.47557053,1.0862491,0.46701255,-0.08121967,0.22244382,0.46597028,-0.08263749,0.79822814,0.14722966,0.12617263,0.66558963,0.15228324,0.22093503,0.77303576,-0.1846732,0.36502916,-0.105915755,0.5331983,0.1483707,-0.08126562,0.12398893,0.07220912,0.0055439547,0.56743693,0.17242986,0.07451453,-0.16187173,-0.5573192,0.6940314,0.02653057,0.47661904,0.33879384,-0.43073973,-0.06399034,0.37289107,-0.24340287,0.3600802,-0.12320307,0.07376345,0.1436095,-0.012228796,0.27345598,-0.1586952,0.2472234
RUOFAN WU,0.70041895,0.52410835,-0.6350011,0.15826744,0.49867392,0.023167146,0.4593882,-0.26904774,0.27095845,0.23544933,-0.63581145,-0.08804103,-0.07430689,-0.82206553,-0.26311782,0.69312084,-0.68319416,-0.58169603,-0.52555454,0.23964445,0.63950175,-0.21684805,0.17309047,-0.35401475,-0.37352598,-0.17275088,-0.27953506,0.2756537,0.19175503,0.15929095,-0.16812763,-0.027355498,0.11152543,-0.08253994,0.55405843,-0.10172854,0.3361185,-0.4410272,-0.6500208,-0.03712393,-0.44222602,-0.006769474,0.060150903,-0.26142558,0.62664825,-0.62308735,0.45479617,0.35345805,0.8118739,0.019328056,0.13544208,-0.15232575,-0.12460072,0.6742073,-0.43792862,-0.611885,0.11494489,-0.009145905,-0.072998054,1.2477182,-0.15476365,-0.00994381,0.3294667,0.42682227,0.17944756,0.092512846,-0.03779739,-0.28173178,-0.84081554,-0.4504501,-0.018813865,0.10417392,0.4305623,0.41957882,-0.02292774,0.23424044,0.4293144,-0.06743603,0.73965955,-0.9510243,-0.039910965,-0.2989821,0.5649702,0.30478328,0.48878992,0.5333747,0.41563773,-0.64114136,0.5196714,0.13118367,-0.47348234,0.2839872,0.09738604,0.33068052,0.7837348,-0.56503266,0.1733188,-0.14524484,-0.8337225,0.21800569,0.10689716,0.44814968,0.2249009,1.0067632,0.8068733,0.42331398,-0.14937884,-0.22069429,0.051310092,-0.2295362,-0.23582903,-0.48518896,0.1531737,-0.34629133,0.5817549,0.45281732,-0.37488082,-0.4534689,-0.08485788,-0.19853882,-0.023997415,-0.452459,-0.15086043,0.58722675,-0.44110516,0.67628706,-0.25291002,-0.41545165
RUOFAN ZHANG,0.37070763,0.45140684,0.31225824,0.28914142,0.30948266,0.38477755,0.3765009,-0.42629907,0.24466027,-0.23389988,0.18535218,-0.046537943,-0.72914046,-0.25775775,-0.11083705,0.49823156,-0.3037798,-0.3339549,-0.70743114,0.21031997,0.88734865,0.6854696,-0.24931379,-0.033684038,-0.5052754,0.1551923,-0.7482638,-0.033187825,0.18361238,0.27302977,-0.33966112,-0.15786405,0.37747416,-0.07578025,0.37257838,0.34965602,0.16795993,-0.48553813,-0.08435628,0.45951155,-0.04327186,-0.008645431,0.34908435,0.87175983,0.335416,-0.42316663,-0.010369208,-0.11750432,0.050765317,-0.28052634,-0.7264011,-0.7065662,0.2270874,0.44804358,-0.35986173,-0.14305024,0.7421075,0.16241653,-0.21771802,0.5221292,-0.26865545,0.04273053,0.21236695,-0.23817103,0.0870103,0.14522068,0.21958429,0.028185893,-0.6684705,0.4233245,-0.34073713,-0.004393125,-0.96346503,-0.060195494,0.17303899,0.75811917,0.18456155,0.4801349,0.08960706,-0.16130239,-0.7779683,0.108812235,0.3260635,-0.13127714,0.5103687,0.9968905,0.46169108,0.06296162,-0.3388864,0.4245336,0.11118296,-0.16035543,-0.29416126,0.062159147,-0.14550082,-0.2714859,0.09638514,-0.15926859,-0.44754076,-0.018598134,0.18957143,-0.030981215,0.11378579,-0.10935372,-0.067293175,0.03535064,0.026524458,0.3470573,-0.48863256,-0.32802582,0.13814045,-0.48453835,0.10576032,-0.18120812,0.67546636,0.49491492,0.65391576,-0.5492117,0.58236164,-0.32128522,0.2711233,0.37353152,-0.36697346,0.64905685,-0.44958353,0.069151916,0.046268143,-0.11173372
RUOTIAN MA,0.13189131,-0.029796965,-0.47838175,-0.449938,0.56524926,-0.012479644,-0.19937298,-0.41687584,0.35636544,0.30655432,-0.3417429,0.021525584,-0.87979925,-0.20022672,-0.08575518,0.5957611,-1.0901867,0.0017279251,-0.046027523,0.3191524,0.7112635,0.89167506,-0.8079045,-0.37065145,-0.20050207,-0.0709369,-0.30770695,0.08173843,0.0014532818,0.14421737,-0.9817976,-0.167989,-0.23728257,0.51559734,0.039949425,-0.27396572,-0.36050278,-0.4561201,-0.14778422,0.4830036,-0.0066243797,-0.17945243,0.019971939,0.43268698,0.7750552,-0.34996668,0.74900323,-0.20181844,-0.24256141,0.158101,0.41646373,-0.2674577,0.49138066,0.0055436655,-0.21506411,-0.8367601,0.15840285,-0.08163438,0.011990036,0.22062816,-0.043318626,0.09087866,-0.40683264,-0.04490588,0.43424994,-0.016859196,-0.3621834,-0.15163659,-0.6071485,0.097824335,-0.22518414,0.34410164,-0.061256174,0.28806004,0.36105356,0.34796295,0.2352018,0.18871377,0.14994249,-0.035671514,-0.2604898,0.06697173,0.23224284,0.09542435,-0.47648194,-0.017967185,0.16450697,-0.43759915,0.24861898,0.71637374,-0.03284471,-0.08997703,0.2519745,0.018780492,0.38334787,0.11122041,-0.1554827,-0.09601727,-0.031099258,-0.155266,0.29823017,0.6575954,0.012452954,0.020771394,0.5850044,0.18679959,-0.51949614,0.5511611,0.58269745,-0.317744,-0.6173287,-0.63148296,-0.06753525,0.37934756,0.50037086,0.69392747,0.18815869,-0.27640176,0.703077,-0.30182424,0.32951552,-0.68105054,-0.5804803,0.24584989,-0.07469646,0.39004016,-0.18779604,0.23646393
